Year,Month,Sector,Issued,Refused,Withdrawn
2022,May,C - All Other Manufacturing,47.0,,
2022,May,C - Manufacture of Chemicals & Pharmaceuticals,46.0,,
2022,May,"C - Manufacture of Computers, Electronics & Optica",104.0,,
2022,May,"C - Manufacture of Food, Drink & Tobacco",31.0,,
2022,May,C - Manufacture of Medical Devices,58.0,,
2022,May,D - Electricity & Gas & Air Conditioning Supply,19.0,,
2022,May,E - Water Supply - Sewerage Waste Management & Rem,1.0,,
2022,May,F - Construction,131.0,,
2022,May,G - Wholesale & Retail Trade,30.0,,
2022,May,H - Transport & Storage,59.0,,
2022,May,I - Accommodation & Food Services activities,303.0,,
2022,May,J - Information & Communication Activities,1064.0,,
2022,May,K - Financial & insurance Activities,226.0,,
2022,May,L - Real Estate Activities,1.0,,
2022,May,"M - All other Professional, Scientific & Technical",92.0,,
2022,May,"M - Professional, Scientific&Technical Activities",32.0,,
2022,May,N - Administrative & Support Service Activities,5.0,,
2022,May,O - Public Administration & Defence,5.0,,
2022,May,P - Education,16.0,,
2022,May,Q - Health & Social Work Activities,703.0,,
2022,May,"R - Arts , Entertainment and Recreation",22.0,,
2022,May,S - Other Service activities,123.0,,
2022,May,T - Domestic- Activities of Households as Employer,1.0,,
2022,Jun,"A - Agriculture, Forestry & Fishing",708.0,,
2022,Jun,B - Mining & Quarrying,1.0,,
2022,Jun,C - All Other Manufacturing,45.0,,
2022,Jun,C - Manufacture of Chemicals & Pharmaceuticals,24.0,,
2022,Jun,"C - Manufacture of Computers, Electronics & Optica",29.0,,
2022,Jun,"C - Manufacture of Food, Drink & Tobacco",34.0,,
2022,Jun,C - Manufacture of Medical Devices,10.0,,
2022,Jun,D - Electricity & Gas & Air Conditioning Supply,14.0,,
2022,Jun,E - Water Supply - Sewerage Waste Management & Rem,1.0,,
2022,Jun,F - Construction,157.0,,
2022,Jun,G - Wholesale & Retail Trade,19.0,,
2022,Jun,H - Transport & Storage,16.0,,
2022,Jun,I - Accommodation & Food Services activities,441.0,,
2022,Jun,J - Information & Communication Activities,761.0,,
2022,Jun,K - Financial & insurance Activities,198.0,,
2022,Jun,L - Real Estate Activities,2.0,,
2022,Jun,"M - All other Professional, Scientific & Technical",90.0,,
2022,Jun,"M - Professional, Scientific&Technical Activities",19.0,,
2022,Jun,N - Administrative & Support Service Activities,8.0,,
2022,Jun,O - Public Administration & Defence,4.0,,
2022,Jun,P - Education,14.0,,
2022,Jun,Q - Health & Social Work Activities,1141.0,,
2022,Jun,"R - Arts , Entertainment and Recreation",37.0,,
2022,Jun,S - Other Service activities,104.0,,
2022,Jun,T - Domestic- Activities of Households as Employer,,,
2022,Jul,"A - Agriculture, Forestry & Fishing",217.0,,
2022,Jul,B - Mining & Quarrying,,,
2022,Jul,C - All Other Manufacturing,111.0,,
2022,Jul,C - Manufacture of Chemicals & Pharmaceuticals,64.0,,
2022,Jul,"C - Manufacture of Computers, Electronics & Optica",71.0,,
2022,Jul,"C - Manufacture of Food, Drink & Tobacco",30.0,,
2022,Jul,C - Manufacture of Medical Devices,25.0,,
2022,Jul,D - Electricity & Gas & Air Conditioning Supply,21.0,,
2022,Jul,E - Water Supply - Sewerage Waste Management & Rem,2.0,,
2022,Jul,F - Construction,132.0,,
2022,Jul,G - Wholesale & Retail Trade,26.0,,
2022,Jul,H - Transport & Storage,24.0,,
2022,Jul,I - Accommodation & Food Services activities,219.0,,
2022,Jul,J - Information & Communication Activities,1236.0,,
2022,Jul,K - Financial & insurance Activities,300.0,,
2022,Jul,L - Real Estate Activities,2.0,,
2022,Jul,"M - All other Professional, Scientific & Technical",122.0,,
2022,Jul,"M - Professional, Scientific&Technical Activities",42.0,,
2022,Jul,N - Administrative & Support Service Activities,8.0,,
2022,Jul,O - Public Administration & Defence,3.0,,
2022,Jul,P - Education,15.0,,
2022,Jul,Q - Health & Social Work Activities,1100.0,,
2022,Jul,"R - Arts , Entertainment and Recreation",46.0,,
2022,Jul,S - Other Service activities,140.0,,
2022,Jul,T - Domestic- Activities of Households as Employer,,,
2022,Aug,"A - Agriculture, Forestry & Fishing",140.0,,
2022,Aug,B - Mining & Quarrying,1.0,,
2022,Aug,C - All Other Manufacturing,55.0,,
2022,Aug,C - Manufacture of Chemicals & Pharmaceuticals,69.0,,
2022,Aug,"C - Manufacture of Computers, Electronics & Optica",40.0,,
2022,Aug,"C - Manufacture of Food, Drink & Tobacco",18.0,,
2022,Aug,C - Manufacture of Medical Devices,35.0,,
2022,Aug,D - Electricity & Gas & Air Conditioning Supply,30.0,,
2022,Aug,E - Water Supply - Sewerage Waste Management & Rem,3.0,,
2022,Aug,F - Construction,110.0,,
2022,Aug,G - Wholesale & Retail Trade,33.0,,
2022,Aug,H - Transport & Storage,46.0,,
2022,Aug,I - Accommodation & Food Services activities,274.0,,
2022,Aug,J - Information & Communication Activities,1040.0,,
2022,Aug,K - Financial & insurance Activities,375.0,,
2022,Aug,L - Real Estate Activities,1.0,,
2022,Aug,"M - All other Professional, Scientific & Technical",76.0,,
2022,Aug,"M - Professional, Scientific&Technical Activities",40.0,,
2022,Aug,N - Administrative & Support Service Activities,12.0,,
2022,Aug,O - Public Administration & Defence,4.0,,
2022,Aug,P - Education,23.0,,
2022,Aug,Q - Health & Social Work Activities,930.0,,
2022,Aug,"R - Arts , Entertainment and Recreation",52.0,,
2022,Aug,S - Other Service activities,129.0,,
2022,Aug,T - Domestic- Activities of Households as Employer,,,
2022,Sep,"A - Agriculture, Forestry & Fishing",121.0,,
2022,Sep,B - Mining & Quarrying,,,
2022,Sep,C - All Other Manufacturing,67.0,,
2022,Sep,C - Manufacture of Chemicals & Pharmaceuticals,66.0,,
2022,Sep,"C - Manufacture of Computers, Electronics & Optica",45.0,,
2022,Sep,"C - Manufacture of Food, Drink & Tobacco",26.0,,
2022,Sep,C - Manufacture of Medical Devices,37.0,,
2022,Sep,D - Electricity & Gas & Air Conditioning Supply,21.0,,
2022,Sep,E - Water Supply - Sewerage Waste Management & Rem,2.0,,
2022,Sep,F - Construction,106.0,,
2022,Sep,G - Wholesale & Retail Trade,25.0,,
2022,Sep,H - Transport & Storage,47.0,,
2022,Sep,I - Accommodation & Food Services activities,228.0,,
2022,Sep,J - Information & Communication Activities,1090.0,,
2022,Sep,K - Financial & insurance Activities,420.0,,
2022,Sep,L - Real Estate Activities,5.0,,
2022,Sep,"M - All other Professional, Scientific & Technical",96.0,,
2022,Sep,"M - Professional, Scientific&Technical Activities",39.0,,
2022,Sep,N - Administrative & Support Service Activities,4.0,,
2022,Sep,O - Public Administration & Defence,2.0,,
2022,Sep,P - Education,19.0,,
2022,Sep,Q - Health & Social Work Activities,750.0,,
2022,Sep,"R - Arts , Entertainment and Recreation",21.0,,
2022,Sep,S - Other Service activities,186.0,,
2022,Sep,T - Domestic- Activities of Households as Employer,,,
2022,Oct,"A - Agriculture, Forestry & Fishing",96.0,,
2022,Oct,B - Mining & Quarrying,2.0,,
2022,Oct,C - All Other Manufacturing,51.0,,
2022,Oct,C - Manufacture of Chemicals & Pharmaceuticals,69.0,,
2022,Oct,"C - Manufacture of Computers, Electronics & Optica",43.0,,
2022,Oct,"C - Manufacture of Food, Drink & Tobacco",17.0,,
2022,Oct,C - Manufacture of Medical Devices,24.0,,
2022,Oct,D - Electricity & Gas & Air Conditioning Supply,18.0,,
2022,Oct,E - Water Supply - Sewerage Waste Management & Rem,4.0,,
2022,Oct,F - Construction,162.0,,
2022,Oct,G - Wholesale & Retail Trade,34.0,,
2022,Oct,H - Transport & Storage,89.0,,
2022,Oct,I - Accommodation & Food Services activities,223.0,,
2022,Oct,J - Information & Communication Activities,810.0,,
2022,Oct,K - Financial & insurance Activities,332.0,,
2022,Oct,L - Real Estate Activities,3.0,,
2022,Oct,"M - All other Professional, Scientific & Technical",113.0,,
2022,Oct,"M - Professional, Scientific&Technical Activities",20.0,,
2022,Oct,N - Administrative & Support Service Activities,5.0,,
2022,Oct,O - Public Administration & Defence,4.0,,
2022,Oct,P - Education,20.0,,
2022,Oct,Q - Health & Social Work Activities,723.0,,
2022,Oct,"R - Arts , Entertainment and Recreation",49.0,,
2022,Oct,S - Other Service activities,152.0,,
2022,Oct,T - Domestic- Activities of Households as Employer,1.0,,
2022,Nov,"A - Agriculture, Forestry & Fishing",78.0,,
2022,Nov,B - Mining & Quarrying,2.0,,
2022,Nov,C - All Other Manufacturing,90.0,,
2022,Nov,C - Manufacture of Chemicals & Pharmaceuticals,88.0,,
2022,Nov,"C - Manufacture of Computers, Electronics & Optica",49.0,,
2022,Nov,"C - Manufacture of Food, Drink & Tobacco",25.0,,
2022,Nov,C - Manufacture of Medical Devices,25.0,,
2022,Nov,D - Electricity & Gas & Air Conditioning Supply,25.0,,
2022,Nov,E - Water Supply - Sewerage Waste Management & Rem,3.0,,
2022,Nov,F - Construction,129.0,,
2022,Nov,G - Wholesale & Retail Trade,33.0,,
2022,Nov,H - Transport & Storage,45.0,,
2022,Nov,I - Accommodation & Food Services activities,313.0,,
2022,Nov,J - Information & Communication Activities,853.0,,
2022,Nov,K - Financial & insurance Activities,340.0,,
2022,Nov,L - Real Estate Activities,1.0,,
2022,Nov,"M - All other Professional, Scientific & Technical",168.0,,
2022,Nov,"M - Professional, Scientific&Technical Activities",33.0,,
2022,Nov,N - Administrative & Support Service Activities,12.0,,
2022,Nov,O - Public Administration & Defence,4.0,,
2022,Nov,P - Education,26.0,,
2022,Nov,Q - Health & Social Work Activities,1049.0,,
2022,Nov,"R - Arts , Entertainment and Recreation",28.0,,
2022,Nov,S - Other Service activities,180.0,,
2022,Nov,T - Domestic- Activities of Households as Employer,,,
2022,Dec,"A - Agriculture, Forestry & Fishing",98.0,,
2022,Dec,B - Mining & Quarrying,1.0,,
2022,Dec,C - All Other Manufacturing,81.0,,
2022,Dec,C - Manufacture of Chemicals & Pharmaceuticals,52.0,,
2022,Dec,"C - Manufacture of Computers, Electronics & Optica",34.0,,
2022,Dec,"C - Manufacture of Food, Drink & Tobacco",3.0,,
2022,Dec,C - Manufacture of Medical Devices,19.0,,
2022,Dec,D - Electricity & Gas & Air Conditioning Supply,14.0,,
2022,Dec,E - Water Supply - Sewerage Waste Management & Rem,2.0,,
2022,Dec,F - Construction,94.0,,
2022,Dec,G - Wholesale & Retail Trade,26.0,,
2022,Dec,H - Transport & Storage,32.0,,
2022,Dec,I - Accommodation & Food Services activities,198.0,,
2022,Dec,J - Information & Communication Activities,470.0,,
2022,Dec,K - Financial & insurance Activities,174.0,,
2022,Dec,L - Real Estate Activities,1.0,,
2022,Dec,"M - All other Professional, Scientific & Technical",112.0,,
2022,Dec,"M - Professional, Scientific&Technical Activities",17.0,,
2022,Dec,N - Administrative & Support Service Activities,4.0,,
2022,Dec,O - Public Administration & Defence,1.0,,
2022,Dec,P - Education,15.0,,
2022,Dec,Q - Health & Social Work Activities,661.0,,
2022,Dec,"R - Arts , Entertainment and Recreation",20.0,,
2022,Dec,S - Other Service activities,88.0,,
2022,Dec,T - Domestic- Activities of Households as Employer,,,
