Year,Month,Company,Total
2018,Jan,Higher Education Authority T/A An Tudaras Um Ard Oideachas,1
2018,Jan,Hmh Ip Company,1
2018,Jan,Hoffman & Hoffman Inc.,1
2018,Jan,Hogan Music Enterprises Limited,1
2018,Jan,Honeywell Control Systems Limited,4
2018,Jan,Horizon Globex Ireland Dac,1
2018,Jan,Hsbc Securities Services (Ireland) Dac,2
2018,Jan,Huawei Technologies (Ireland) Co Ltd,1
2018,Jan,Hubspot Ireland Ltd,2
2018,Jan,Hwt Engineering Ltd,1
2018,Jan,Ibm Ireland Product Distribution Limited,5
2018,Jan,Icon Clinical Research Ltd,1
2018,Jan,Iher Energy Services Ltd.,1
2018,Jan,Induction Manager Ltd,1
2018,Jan,Inflight Audio,1
2018,Jan,Infosoft Investment Limited,1
2018,Jan,Infosys Bpo Limited,30
2018,Jan,Infosys Limited,1
2018,Jan,Ingredients Supermarket Limited,1
2018,Jan,Inishan Nursing Homes Co Ltd,1
2018,Jan,Innovapeak Ltd,1
2018,Jan,Integra Lifesciences Ireland Ltd,1
2018,Jan,Integrity Communications Limited,2
2018,Jan,Intel Ireland Limited,1
2018,Jan,Intel Research & Development Ireland Ltd,4
2018,Jan,Intercom R&D Unlimited,1
2018,Jan,Internet Interaction Ltd.,1
2018,Jan,Irish Cancer Society,1
2018,Jan,Irish Distillers Limited,1
2018,Jan,Irish Life Group Services,1
2018,Jan,Irish Rugby Football Union,3
2018,Jan,Isha Restaurant Ltd,2
2018,Jan,It Works ! Marketing International Unlimited Company,1
2018,Jan,Jacobs Engineering Ireland Ltd,1
2018,Jan,Jallal Catering Limited,1
2018,Jan,Janssen Pharmaceutical Sciences Unlimited Company,3
2018,Jan,Janssen Sciences Ireland Uc,1
2018,Jan,Jc And Deb Limited,1
2018,Jan,Jet Engineering Technology Limited,1
2018,Jan,Jj Burke Car Sales Ltd,1
2018,Jan,John Daly T/A Atlantic Language Galway,1
2018,Jan,Johnson & Johnson Vision Care,1
2018,Jan,Jti Ireland Ltd,1
2018,Jan,K.M. Healthcare Enterprises Limited,2
2018,Jan,Kdb Ireland Dac,1
2018,Jan,Kelfast Limited,1
2018,Jan,Kellogg Europe Trading Limited,1
2018,Jan,Kennedy Security & Consultancy Ltd,1
2018,Jan,Kepak Clonee,1
2018,Jan,Kerry Group Services International Limited,1
2018,Jan,Kerry Group Services Ltd,1
2018,Jan,Kids Klubs Childcare Limited,1
2018,Jan,Kilbrew Recuperation & Nursing Care Ltd,2
2018,Jan,Kilcullen Asian World Food Ltd,1
2018,Jan,Killeline Nursing Home Ltd,1
2018,Jan,Kingston Lafferty Design Ltd,1
2018,Jan,Kinsealy Property Unlimited Company,3
2018,Jan,Kmap Limited,1
2018,Jan,Kpmg,3
2018,Jan,Kuehne & Nagel (Ireland) Limited,1
2018,Jan,Lake Region Medical Limited,1
2018,Jan,Lakeview Retirement Home Ltd,2
2018,Jan,Laois/Offaly Mental Health Services,2
2018,Jan,Letterkenny University Hospital,8
2018,Jan,Liberty Insurance Limited,3
2018,Jan,Liffey Meats Cavan,5
2018,Jan,Lighthouse Studios Limited,3
2018,Jan,Link Entertainment Limited,1
2018,Jan,Linkedin Ireland Unlimited Company,8
2018,Jan,Lm Ericsson Limited,16
2018,Jan,Logitech Ireland Services Limited,1
2018,Jan,Looker Data Sciences Ireland Limited,1
2018,Jan,Lucan Lodge Nursing Home Limited,1
2018,Jan,M M Tyres (Wholesale) Limited,1
2018,Jan,Macnovate Limited,1
2018,Jan,Mainstream Fund Services (Ireland) Limited,1
2018,Jan,Malin Life Sciences Holdings Limited,1
2018,Jan,Mallinckrodt Pharmaceuticals Ireland Limited,1
2018,Jan,Malone Farm Machinery Limited,1
2018,Jan,Maoliang Chen,1
2018,Jan,Mapflow Limited,2
2018,Jan,Marketo Emea Ltd,1
2018,Jan,Marsh & Mclennan Innovation Centre Unlimited Company,1
2018,Jan,Masala Home Limited,1
2018,Jan,Masala Restaurants Limited,1
2018,Jan,Master Cad Limited,1
2018,Jan,Mastercard Ireland Limited,2
2018,Jan,Mater Misericordiae University Hospital,2
2018,Jan,Mater Private Hospital,6
2018,Jan,Maymal Killarney Limited,1
2018,Jan,Mayo Mental Health Services,1
2018,Jan,Mayo University Hospital,5
2018,Jan,Mazars,5
2018,Jan,Mcafee Ireland Limited,2
2018,Jan,Medtronic Vascular Galway Ltd,2
2018,Jan,Memjet Technology Limited,1
2018,Jan,"Mental Health Services, Cork And Kerry",5
2018,Jan,Mercer Ireland Ltd,1
2018,Jan,Mercy University Hospital,15
2018,Jan,Michaels Translation Services Limited,1
2018,Jan,Microsoft Ireland Operations Limited,13
2018,Jan,Midland Regional Hospital At Tullamore,5
2018,Jan,Midland Regional Hospital Portlaoise,5
2018,Jan,Milestone Automated Solutions Ltd,1
2018,Jan,Millbrae Lodge Nursing Home Ltd,1
2018,Jan,Minsheng Commercial Aviation (Ireland) Company Limited,1
2018,Jan,Mobil Information Systems Ltd,1
2018,Jan,Monster Energy Ltd.,1
2018,Jan,Moore Stephens Partnership,2
2018,Jan,Mortondale Limited,1
2018,Jan,Mosaic Studios Limited,1
2018,Jan,Mowlam Healthcare Services,6
2018,Jan,Mr. Alan Gray,1
2018,Jan,Msi Group Limited,1
2018,Jan,Mullingar Regional Hospital,10
2018,Jan,My Fair India Consulting Limited,1
2018,Jan,Naas General Hospital,3
2018,Jan,"National College Of Ireland,",1
2018,Jan,National Maternity Hospital,5
2018,Jan,National Pen Promotional Products Ltd,3
2018,Jan,Natus Manufacturing Limited,1
2018,Jan,Nazareth House Nursing Home,1
2018,Jan,Neuravi Limited,1
2018,Jan,Newcastlewest Nursing Home Ltd,1
2018,Jan,North Dublin Mental Health Services,1
2018,Jan,Northern Trust Management Services (Ireland) Ltd,2
2018,Jan,Nova Rentacar Reservations Ltd,1
2018,Jan,Novartis Ireland Limited,2
2018,Jan,Ntt Data Services Ireland Limited,3
2018,Jan,O'Donovan Transport (Cork) Ltd,1
2018,Jan,Oakwood Private Nursing Home Limited,2
2018,Jan,Ocuco Limited,1
2018,Jan,Omac Laboratories Ltd,1
2018,Jan,One Foot Abroad Limited,1
2018,Jan,Optel Vision Limited,2
2018,Jan,Optum Services (Ireland) Limited,5
2018,Jan,Opus Fund Services (Ire-Admin) Limited,1
2018,Jan,Oracle Emea Limited,3
2018,Jan,Oriflame Research & Development Limited,1
2018,Jan,Our Lady Of Lourdes Hospital,22
2018,Jan,Our Lady'S Children'S Hospital,9
2018,Jan,Our Lady'S Hospital Navan,3
2018,Jan,"Our Lady'S Manor Inc.,",1
2018,Jan,Pallas Foods,1
2018,Jan,Parexel International (Irl) Limited,2
2018,Jan,Parke House Nursing Home Ltd,1
2018,Jan,Patrick Joseph Murphy,1
2018,Jan,Peamount Healthcare,2
2018,Jan,Pec Fire Services Limited,1
2018,Jan,Performit Limited,1
2018,Jan,Perrigo Pharma International D.A.C.,2
2018,Jan,Pjb Management Limited,1
2018,Jan,Pluralsight Ireland Limited,4
2018,Jan,Portiuncula University Hospital,5
2018,Jan,Power Leisure Bookmakers Limited,1
2018,Jan,Pramerica Systems Ireland Limited,6
2018,Jan,Pricewaterhouse Coopers (Spencer Dock),14
2018,Jan,Prime Affect Research Limited,1
2018,Jan,Project Management Limited,1
2018,Jan,Psc Biotech Limited,1
2018,Jan,Pygmalion Public House Ltd,1
2018,Jan,Qt Technologies Ireland Ltd,1
2018,Jan,Queen Of Peace Nursing Home,1
2018,Jan,R & Aarna Catering Ltd.,1
2018,Jan,R Banville Construction Services Ltd,1
2018,Jan,Radiance Contractor Services Limited,1
2018,Jan,Ram Kumar Sharma T/A Kumars Taste Of Asia,1
2018,Jan,Rathsheen Investments Limited,2
2018,Jan,Raunsun Limited,1
2018,Jan,Rbc Investor Services Ireland Ltd,1
2018,Jan,Reckitt Benckiser (Ireland) Ltd,1
2018,Jan,Resourcekraft Ltd,1
2018,Jan,Retreat Nursing Home,1
2018,Jan,Rgis Inventory Specialists Teoranta,1
2018,Jan,Ripple World Pictures Ltd,1
2018,Jan,Rising Investment Ltd,1
2018,Jan,Riverside Mechanical Limited,1
2018,Jan,Roscommon University Hospital,3
2018,Jan,Royal Victoria Eye Ear Hospital,1
2018,Jan,Rps Group Limited,1
2018,Jan,Rq Audio Visual Limited,1
2018,Jan,Rsa Insurance Irl Dac,1
2018,Jan,Rushmany Nursing Home,2
2018,Jan,Ryanair Dac,2
2018,Jan,Ryanair Labs Ltd,2
2018,Jan,S3 Asic Semiconductors Limited,2
2018,Jan,Sage Global Services (Ireland) Ltd,1
2018,Jan,Sanne Group Administration Services (Ireland) Limited,1
2018,Jan,Sap Service And Support Centre (Ireland) Limited,15
2018,Jan,Sean Brady Construction & Engineering Ltd.,1
2018,Jan,Segment Technologies Ireland Limited,1
2018,Jan,Servisource Healthcare Ltd,3
2018,Jan,Sfdc Ireland Ltd,3
2018,Jan,Shahid Rauf,1
2018,Jan,Shannon Castle Banquet & Heritage Ltd,1
2018,Jan,Shannore Ltd,1
2018,Jan,Shell E & P Ireland Limited,1
2018,Jan,Sidero Ltd,8
2018,Jan,Siec Group Limited,1
2018,Jan,Silicon And Software Systems Ltd.,1
2018,Jan,Silverstream Healthcare,1
2018,Jan,Sisters Of Our Lady Of Charity,1
2018,Jan,Sk Bioteck Ireland Limited,1
2018,Jan,Sligo Leitrim Mental Health Services,1
2018,Jan,Sligo University Hospital,7
2018,Jan,Smart Points Ltd,1
2018,Jan,Smartbox Group Limited,1
2018,Jan,Smithstown Light Engineering Ltd,1
2018,Jan,Smt Fund Services (Ireland) Limited,1
2018,Jan,Socrates Data Solutions Ltd,1
2018,Jan,Somex Automation Teoranta,1
2018,Jan,South Infirmary Victoria University Hospital,3
2018,Jan,South Tipperary General Hospital,3
2018,Jan,Sparantus Ltd,1
2018,Jan,Spice Avenue Limited,1
2018,Jan,St. Attractas Nursing Home,1
2018,Jan,St. Columcille'S Hospital,1
2018,Jan,St. James Hospital,8
2018,Jan,St. John Of God Hospital,1
2018,Jan,St. Loman'S Hospital,2
2018,Jan,St. Lukes Hospital,7
2018,Jan,St. Vincent'S Healthcare Group,5
2018,Jan,Stanwood Medical Services Ltd,1
2018,Jan,Storey Broe Nursing Services,1
2018,Jan,Storm Technology Ltd.,1
2018,Jan,Stradbrook Software,1
2018,Jan,Stripe Payments Europe Limited,1
2018,Jan,Sun Life Information Services Ireland Limited,1
2018,Jan,Susquehanna International Group Limited,1
2018,Jan,Symphonyeyc (Ireland) Limited,1
2018,Jan,Sysxnet Ltd,1
2018,Jan,Tadka House Ltd,1
2018,Jan,Tara Winthrop Ltd.,3
2018,Jan,Tata Consultancy Services Limited,4
2018,Jan,Teckro Limited,1
2018,Jan,Telemed Technology Limited,1
2018,Jan,Temple Street Children'S University Hospital,1
2018,Jan,Tenable Network Security Ireland Limited,1
2018,Jan,Test Triangle Limited,3
2018,Jan,The Coombe Lying In Hospital,3
2018,Jan,The Kings Hospital School,1
2018,Jan,The Rotunda Hospital,2
2018,Jan,Thermo Ventures Llc,1
2018,Jan,Thimba Media Limited,2
2018,Jan,Timarco Limited,1
2018,Jan,Timepoint Ltd,1
2018,Jan,Timothy Austen,1
2018,Jan,Tinnypark Residential Care Ltd,1
2018,Jan,Tlc Health Services Ltd,4
2018,Jan,Tmsi Limited,1
2018,Jan,Tony And Teresa Whyte,1
2018,Jan,Towers Watson (Ireland) Limited,1
2018,Jan,Troys Abattoir Limited,1
2018,Jan,Trustev Limited,1
2018,Jan,Twitter International Company,1
2018,Jan,Tyco Ireland Ltd,1
2018,Jan,Uilinn Nursing Home Ltd,1
2018,Jan,Ulearn Limited,1
2018,Jan,United Technologies Research Centre Ireland Limited,1
2018,Jan,University Hospital Kerry,5
2018,Jan,University Hospital Limerick,20
2018,Jan,University Hospital Waterford,25
2018,Jan,University Of Dublin,1
2018,Jan,Varonis Systems (Ireland) Limited,1
2018,Jan,Vearsa Limited,1
2018,Jan,Verily Ireland Limited,1
2018,Jan,Veritas Storage (Ireland) Limited,6
2018,Jan,Verizon Services Ireland Limited,1
2018,Jan,Version 1 Software,3
2018,Jan,Vhi Group Services Ltd.,1
2018,Jan,Vhi Investments Dac,1
2018,Jan,Viasat Ireland Limited,1
2018,Jan,Vizor Limited,2
2018,Jan,Vmware International Ltd,2
2018,Jan,Voxpro Limited,1
2018,Jan,Vrm Technology Dac,1
2018,Jan,Vrm Technology Limited,1
2018,Jan,Walsh Draughting Services Ltd.,1
2018,Jan,Wangda Limited,1
2018,Jan,Ward Solutions Ltd,1
2018,Jan,Wave Prime Limited,1
2018,Jan,Web Summit Services Ltd.,1
2018,Jan,Welocalise Limited,2
2018,Jan,Western Union Payment Services Ireland Ltd,1
2018,Jan,Wexford General Hospital,3
2018,Jan,Willoway Nursing Home Ltd,1
2018,Jan,Wipro Limited,5
2018,Jan,Wipro Limited - Irish Branch,15
2018,Jan,Wipro Outsourcing Services (Ireland)Ltd.,2
2018,Jan,Wonderful Catering Ltd,1
2018,Jan,Workday Limited,5
2018,Jan,Xanadu Consultancy Ltd,1
2018,Jan,Xilinx Ireland Unlimited Company,1
2018,Jan,Xsellco Software Limited,1
2018,Jan,Yu Kee Limited,1
2018,Jan,Yun Fai Wong,1
2018,Jan,Z.K. Quality Foods Ltd,1
2018,Jan,Zefone Ltd,1
2018,Jan,Zenith Technologies Ltd,2
2018,Jan,Zyly Limited,1
2018,Feb,A N H Healthcare Limited,1
2018,Feb,Abbvie Ireland Nl Bv,1
2018,Feb,Ability Software Ltd,1
2018,Feb,"Ac Nielsen Of Ireland Ltd.,",1
2018,Feb,Accenture Global Solutions Limited,1
2018,Feb,Accenture Limited,16
2018,Feb,Acm & A,1
2018,Feb,Acorn Lodge,1
2018,Feb,Adelaide & Meath Hospital Incorporating The National Children'S Hospital,8
2018,Feb,Admiral Restaurant Limited,1
2018,Feb,Aidan Doherty Transport Ltd,4
2018,Feb,Airtec Compressors Ltd,1
2018,Feb,Ajira Mark Limited,1
2018,Feb,Allanbay Ltd,1
2018,Feb,Allianz Managed Operations Services Se,1
2018,Feb,Allied Imports Ltd,1
2018,Feb,Amazon Cs Ireland Ltd,2
2018,Feb,Amazon Data Services Ireland Ltd,7
2018,Feb,Amazon Web Services Ireland Ltd,9
2018,Feb,Amdocs Software Systems Limited,1
2018,Feb,Anthony Williams,1
2018,Feb,Apple Distribution International,1
2018,Feb,Apple Operations Europe,1
2018,Feb,Aptiv Global Operations Ltd,5
2018,Feb,Arcroyal Limited,1
2018,Feb,Ardmore Shipping Services (Ireland) Ltd,1
2018,Feb,Asahi Concepts Limited,1
2018,Feb,Avolon Aerospace Leasing Limited,2
2018,Feb,Bahoo Ventures Limited,1
2018,Feb,Balbriggan Cricket Club,1
2018,Feb,Bank Of America Merrill Lynch International Limited,1
2018,Feb,Bank Of Ireland Group Plc,1
2018,Feb,Barnacyle Nursing Home Ltd,1
2018,Feb,Barnardos - Republic Of Ireland Ltd,2
2018,Feb,Baxter Healthcare Limited.,1
2018,Feb,Baxter Shared Services Competencies Ltd,1
2018,Feb,Bdo,2
2018,Feb,Beacon Hospital Sandyford Ltd,1
2018,Feb,Beaumont Hospital,2
2018,Feb,Belmont Care Limited,1
2018,Feb,Beneavin Lodge Ltd,1
2018,Feb,Bino Varavunkal,1
2018,Feb,Blackrocks Nursing Home,2
2018,Feb,Blissful Bites Limited,1
2018,Feb,Blizzard Entertainment Ireland Ltd,4
2018,Feb,Bluebeam Ltd,1
2018,Feb,Bon Secours Health Systems,1
2018,Feb,Boon Studios Ltd.,1
2018,Feb,Boston Scientific Ltd,1
2018,Feb,Boulder Media Ltd,3
2018,Feb,Braahmam Net Solutions Privtate Ltd,1
2018,Feb,Brazilian Coffee House Company Limited,1
2018,Feb,Bridgelynn Limited,1
2018,Feb,Brown Bag Films Unlimited Company,3
2018,Feb,Brown Thomas & Co. Limited,1
2018,Feb,Bryan Fox,1
2018,Feb,Bushra'S Beauty Salon Limited,1
2018,Feb,Business Objects Software Ltd,1
2018,Feb,Canada Life Group Services Ltd,1
2018,Feb,Candela Healthcare Ltd,1
2018,Feb,Capgemini Sogeti Ireland Ltd,5
2018,Feb,Cardinal Health Ireland 508 Limited,1
2018,Feb,Caring Hands Ltd,1
2018,Feb,Castle Rook Limited,1
2018,Feb,Castleturvin Home Limited,1
2018,Feb,Caterline Catering Equipment Ltd,1
2018,Feb,Caterline Catering Equipment Ltd T/A Caterline Catering Equipment,1
2018,Feb,Cedarglade Ltd.,1
2018,Feb,Central Mental Hospital,1
2018,Feb,Ch2M Hill Idc - Limited,1
2018,Feb,Chip Electronic Services Limited,1
2018,Feb,Citco Fund Services (Ireland) Limited,1
2018,Feb,Citibank Europe Plc,1
2018,Feb,Citibank N.A.,1
2018,Feb,Cleartech Engineered Solutions,1
2018,Feb,Clearwood Property Management Co Ltd T/A Millhouse Care Centre,1
2018,Feb,Client Solutions Limited,1
2018,Feb,Clontarf Private Nursing Home,1
2018,Feb,Cloud With Me,1
2018,Feb,Cloverland Healthcare Ltd (In Receivership),2
2018,Feb,Codec-Dss Limited,3
2018,Feb,Cognizant Technology Solutions Ireland Limited,10
2018,Feb,Compute Systems Ltd,1
2018,Feb,Coolmine Healthcare Limited,2
2018,Feb,Cork University Hospital,12
2018,Feb,Cowper Care Centre Dac,2
2018,Feb,Credit Suisse Ag Dublin Branch,1
2018,Feb,Cypress Semiconductor Ireland,1
2018,Feb,Daata,1
2018,Feb,Dallow Limited,1
2018,Feb,David Fun Max Ltd.,1
2018,Feb,Dawnlough Limited,1
2018,Feb,Declan M Fitzgerald Systems Ltd,1
2018,Feb,Dell Products Unlimited Company,1
2018,Feb,Deloitte,9
2018,Feb,Derek Keogh Tours Limited,1
2018,Feb,Digicert Ireland Limited,1
2018,Feb,Dita Eyewear Europe Limited,1
2018,Feb,Dr Sumenthree Moodley,1
2018,Feb,Drumderrig House Nursing Home Limited,1
2018,Feb,Dublin City University,1
2018,Feb,Dublin Dental Hospital,1
2018,Feb,Dublin Holistic Centre,1
2018,Feb,Dublin North City Mental Health Services,1
2018,Feb,Duffy'S Medical Hall Limited,1
2018,Feb,Dynamic Retail Services Limited,1
2018,Feb,Eaglealpha Limited,1
2018,Feb,Eaton Intelligent Power Limited,1
2018,Feb,Eco Mechanical Solutions Ltd,1
2018,Feb,Edmund Rice Development,1
2018,Feb,Elavon Financial Services Dac,1
2018,Feb,Elder Nursing Home Charleville Ltd,2
2018,Feb,Electricity Supply Board,6
2018,Feb,Eli Lilly Cork Limited,2
